artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_count
KANA-BOON;もっさ,ないものねだり - Revenge THE FIRST TAKE,ないものねだり - Revenge THE FIRST TAKE,256256,False,0.565,0.811,1,-3.745,0,0.057,0.0141,0.0,0.0726,0.691,87.508,4,anime,2
TOOL,"10,000 Days",The Pot,381946,True,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4,alt-rock,1
The Prodigy,The Fat of the Land,Mindfields,339906,False,0.663,0.975,3,-7.191,0,0.0468,0.00781,0.77,0.076,0.405,120.04,4,breakbeat,1
Los Abuelos De La Nada,Rock x siempre,Sin Gamulán,195400,False,0.615,0.549,9,-12.159,1,0.0481,0.536,8.43e-06,0.0536,0.391,75.054,4,punk,1
Miranda!,El Disco de Tu Corazón,Hasta Hoy,201720,True,0.734,0.526,2,-6.597,1,0.0377,0.693,0.0,0.119,0.529,95.054,4,electronic,1
Nora En Pure,Enormous Tunes - Ibiza Nights,Sweet Melody - Original Mix,445250,False,0.734,0.763,10,-5.212,0,0.0461,0.0183,0.9,0.371,0.414,120.024,4,deep-house,1
Lights,Perfect Christmas Hits,Happy Xmas (War Is Over),235354,False,0.373,0.256,2,-12.95,1,0.0298,0.301,0.000922,0.28,0.0973,149.919,3,folk,1
Amnesys,Elevation,Elevation,272227,True,0.509,0.886,9,-4.5,0,0.0641,0.000551,0.125,0.36,0.522,165.013,4,happy,1
Crimson Memoirs,Geniality,Geniality,170624,False,0.22,0.131,7,-26.866,1,0.029,0.972,0.896,0.101,0.305,96.725,1,piano,1
Anirudh Ravichander;Dhanush,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),What a Karavaad,267942,False,0.431,0.794,6,-5.78,0,0.428,0.0759,0.0,0.85,0.448,75.028,4,hip-hop,2
Alter Bridge,Pawns & Kings,Silver Tongue,258786,False,0.427,0.93,1,-5.988,1,0.0745,1.12e-05,3.22e-05,0.439,0.345,140.934,4,grunge,1
Adam Ferrara,Funny as Hell,Moth Balls and Disappointment,278640,True,0.515,0.821,8,-14.115,1,0.902,0.857,0.0,0.924,0.118,130.348,1,comedy,1
J Balvin;Dua Lipa;Bad Bunny;Tainy,Future Nostalgia (The Moonlight Edition),Un Día (One Day),231815,False,0.572,0.634,6,-10.599,0,0.0617,0.00547,0.0,0.129,0.432,168.136,4,reggaeton,4
Code Black;Darren Styles,Sparks,Sparks,172800,False,0.535,0.861,1,-2.99,1,0.184,0.0718,0.0,0.135,0.357,150.063,4,hardstyle,2
Whales;Fraxo;Lox Chatterbox,Dead To Me Slow + Reverb,Dead To Me - Original Mix,230282,False,0.443,0.766,8,-4.358,0,0.222,0.11,0.0,0.102,0.221,148.079,4,dub,3
Raj Barman,Tu Mile Dil Khile - Raj Barman,Tu Mile Dil Khile,197716,False,0.639,0.368,2,-14.096,0,0.048,0.245,0.0,0.106,0.415,89.94,4,pop,1
The Coming Weak,The Coming Weak,Take It Back,168973,False,0.197,0.898,4,-3.183,0,0.0794,0.000108,0.0404,0.268,0.363,177.062,4,hardcore,1
Masaharu Fukuyama,HELLO,HELLO (Original Version),243066,False,0.569,0.861,1,-4.547,0,0.0406,0.0425,0.0,0.204,0.511,77.983,4,j-rock,1
Indila,Mini World,Dernière danse,213493,False,0.669,0.449,0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,4,french,1
Belinda Carlisle,Heaven on Earth (30th Anniversary Edition),Heaven Is a Place On Earth,245720,False,0.634,0.89,4,-6.498,1,0.0331,0.00499,9.64e-06,0.0662,0.829,122.861,4,synth-pop,1
Ecko,Trap x siempre,Mujer,157213,False,0.67,0.713,2,-6.797,1,0.038,0.227,0.000845,0.247,0.4,163.0,4,latino,1
Samuca e a Selva,Madurar,Afobado Peito Altivo,361001,False,0.424,0.754,4,-6.66,0,0.0327,0.0799,1.27e-06,0.105,0.883,100.955,4,afrobeat,1
Dinosaur Jr.,Dinosaur,Severed Lips,242560,False,0.438,0.853,7,-3.575,1,0.0467,0.0278,0.474,0.111,0.718,122.951,4,power-pop,1
Samuel Messias,Planos de Deus,Teu Amanhã Será Melhor que Hoje,250961,False,0.28,0.512,0,-6.932,1,0.029,0.347,0.0,0.108,0.494,80.795,1,gospel,1
Groovie Ghoulies,Go! Stories,(She's My) Vampire Girl,133546,False,0.331,0.914,7,-5.157,1,0.0489,6.56e-05,0.0028,0.158,0.784,173.918,4,power-pop,1
Lin-Manuel Miranda;Okieriete Onaodowan;Daveed Diggs;Original Broadway Cast of Hamilton;Anthony Ramos,Hamilton (Original Broadway Cast Recording),The Story of Tonight,91980,False,0.494,0.237,4,-10.579,1,0.0517,0.835,0.0,0.648,0.625,95.219,3,show-tunes,5
Lumi Couri,Luova,Luova,124805,False,0.0627,0.00202,5,-37.486,1,0.0467,0.984,0.88,0.113,0.0397,67.996,4,sleep,1
Wage War,Johnny Cash (Stripped),Johnny Cash - Stripped,216000,False,0.49,0.615,4,-7.878,0,0.0286,0.386,0.0,0.0814,0.11,109.985,4,metalcore,1
Hillsong Worship;Jad Gillies,Team Night,Hope Of The Ages - Live at Team Night,334053,False,0.158,0.499,0,-7.422,1,0.0369,0.00399,0.0,0.112,0.109,199.573,3,world-music,2
Sweet Little Band,Coldplay For Babies,Fix You,150706,False,0.296,0.178,3,-15.327,1,0.0363,0.962,0.94,0.105,0.158,135.653,4,children,1
Glee Cast,"Glee: The Music, Season 4 Volume 1",The Scientist (Glee Cast Version),254413,False,0.506,0.481,2,-6.098,1,0.0264,0.482,0.0,0.2,0.224,148.626,4,club,1
Elena Kamburova,Песни о любви из кинофильмов,"Разлука - Из т/с ""Гардемарины, вперёд!""",152764,False,0.277,0.175,4,-17.183,0,0.0379,0.864,3.39e-06,0.0935,0.288,90.786,5,romance,1
Disney Studio Chorus,The Sherman Brothers Songbook,Magic Journeys,213293,False,0.417,0.349,2,-13.115,0,0.0324,0.827,1.39e-05,0.0841,0.0681,115.875,4,disney,1
Sandra De Sá,Sandra Sá,Retratos e Canções,234333,False,0.611,0.4,9,-12.371,1,0.023,0.168,0.0,0.119,0.547,81.05,4,mpb,1
BTS,Love Yourself 轉 'Tear',Paradise,211223,False,0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662,4,k-pop,1
K/DA;Madison Beer;(G)I-DLE;Lexie Liu;Jaira Burns;Seraphine;League of Legends,MORE,MORE,217088,False,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,4,k-pop,7
The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,303493,False,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,4,hardcore,1
Gryffin;Elley Duhé,Tie Me Down (with Elley Duhé),Tie Me Down (with Elley Duhé),218295,False,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932,4,edm,2
VEERUS;Limsa d'Aulnay,Post Scriptum,Wu-Tang,165504,False,0.765,0.669,8,-8.018,1,0.302,0.0797,1.51e-06,0.129,0.106,119.022,4,french,2
Rival;Cadmium;Rosendale,Willow Tree,Willow Tree,188800,False,0.515,0.719,8,-7.38,0,0.0545,0.446,0.0,0.365,0.445,75.024,4,edm,3
Jamie Principle,Work It Out Compilation,Cold World,333560,False,0.766,0.512,10,-17.133,0,0.0812,0.00517,0.299,0.341,0.862,120.88,4,chicago-house,1
Elena Kamburova,Дрёма. Русские колыбельные,Колыбельная светланы,223306,False,0.324,0.0917,7,-19.377,0,0.0384,0.912,0.000868,0.224,0.0592,120.87,4,romance,1
Noisia,Facade VIP / Skanka,Facade VIP,312558,False,0.707,0.889,2,-3.247,1,0.258,0.017,0.911,0.0799,0.932,171.989,4,breakbeat,1
Horace Andy,Serious Times,Love,239546,False,0.686,0.575,11,-8.429,0,0.261,0.0126,0.0,0.0954,0.616,160.327,4,dub,1
Nu:Tone,Words And Pictures,Set Me Free,285733,False,0.251,0.754,7,-8.314,0,0.0342,0.291,0.795,0.0872,0.0508,86.982,4,drum-and-bass,1
Vaudou Game,Otodi,Pas la peine,214272,False,0.82,0.788,0,-5.81,1,0.0392,0.0599,1.52e-05,0.222,0.8,122.712,4,afrobeat,1
Rodney Carrington,Morning Wood,Older Women,115573,True,0.625,0.367,7,-13.57,1,0.0436,0.607,0.0,0.27,0.611,81.528,3,comedy,1
John Lindberg Trio,Brand New Philosophy,Drunksters,179373,False,0.691,0.869,2,-7.51,1,0.12,0.283,0.000423,0.103,0.708,119.861,4,rockabilly,1
Seiko Matsuda,BIBLE,Sleeping Beauty,344386,False,0.685,0.0973,4,-18.076,1,0.0337,0.877,2.73e-06,0.0999,0.271,147.683,4,j-idol,1
PartyfrieX;De Alpenzusjes,Kannie Dansen,Kannie Dansen,151757,False,0.775,0.891,1,-3.894,1,0.0542,0.0192,0.0,0.31,0.753,123.065,4,hardstyle,2
Lars Winnerbäck;Hovet,Stort liv,Där elden falnar (men fortfarande glöder),269520,False,0.339,0.822,0,-5.887,1,0.0341,0.0254,0.000157,0.251,0.528,135.668,4,swedish,2
Trazendo a Arca,Pra Tocar no Manto (Ao Vivo),Seras Sempre Deus - Ao Vivo,352786,False,0.536,0.679,4,-5.863,0,0.028,0.01,0.0,0.964,0.149,144.015,4,groove,1
Jay Kava;Arijit Singh;Shaarib Toshi,Bandeya (Lofi Flip),Bandeya - Lofi Flip,183720,False,0.402,0.301,7,-12.467,1,0.032,0.786,0.902,0.102,0.0896,79.723,4,indian,3
Masaharu Fukuyama,KISSして,KISSして,222626,False,0.467,0.851,6,-4.203,1,0.0526,0.000353,0.0,0.33,0.644,93.873,4,acoustic,1
Spuntic,Out of Step,Equilibrium Up,194925,False,0.491,0.766,0,-12.838,0,0.108,0.138,0.264,0.144,0.112,113.384,4,iranian,1
Red Hot Chili Peppers,Return of the Dream Canteen,Eddie,341986,False,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,4,metal,1
Jimmy Brown,Let Me Know,Let Me Know,188666,False,0.797,0.39,2,-6.594,1,0.0303,0.726,0.0,0.144,0.536,97.944,4,chill,1
John Elliott,All Too Well (Jake's Version),All Too Well - Jake's Version,578064,False,0.685,0.483,7,-9.082,1,0.0253,0.0772,6.09e-05,0.113,0.331,93.032,4,acoustic,1
Eliane Silva,É Preciso Ter Fé,Isso É Coisa Pra Deus,314880,False,0.527,0.658,6,-4.739,1,0.035,0.482,0.0,0.124,0.437,142.044,4,gospel,1
Chuck Berry,CHRISTMAS TOP HITS 2022,Run Rudolph Run,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,rock-n-roll,1
Steel Pulse,Sound System: The Island Anthology,Handsworth Revolution,323226,False,0.927,0.394,10,-14.755,1,0.0946,0.0981,0.000313,0.0748,0.74,118.495,4,dub,1
Avalon;Tristan;Vini Vici;Killerwatts,Colors (Killerwatts UK Psychedelic Remix),Colors - UK Psychedelic Remix,415114,False,0.608,0.924,8,-6.67,1,0.0419,4.46e-05,0.671,0.142,0.0393,143.99,4,trance,4
Peter Frampton,On air 70's Hits,Show Me The Way,243266,False,0.7,0.726,2,-7.717,1,0.0329,0.436,1.11e-06,0.0914,0.64,130.11,4,hard-rock,1
Jamie Cullum,Santa Claus Is Coming To Town,Hang Your Lights,296680,False,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,202.175,4,j-pop,1
Preto no Branco;Weslei Santos,Preto no Branco 2,Eu Te Senti,284786,False,0.552,0.778,0,-5.094,1,0.0311,0.0123,0.0,0.126,0.41,99.985,4,groove,2
Hank Williams,"The Garden Spot Programs, 1950",I Don't Care (If Tomorrow Never Comes),148959,False,0.449,0.291,4,-8.148,1,0.0288,0.955,0.0,0.493,0.681,136.019,4,honky-tonk,1
Sik World,My Rise,My Rise,196782,True,0.876,0.675,2,-7.655,0,0.228,0.296,0.0,0.106,0.0753,119.905,4,sad,1
Adam Jensen,Street Fight,Street Fight,191180,False,0.716,0.738,1,-6.347,1,0.0406,0.0018,0.00676,0.113,0.349,129.04,4,alt-rock,1
Lionel Richie,80s Bangers Vol. 2,Dancing On The Ceiling,272280,False,0.688,0.874,0,-6.456,1,0.0521,0.121,0.0,0.394,0.709,133.214,4,rock,1
Daddy Yankee,Halloween 2022 Perreo Vol. 3,Hula Hoop,236493,False,0.799,0.818,6,-4.628,1,0.0801,0.113,0.00315,0.0942,0.951,175.998,4,hip-hop,1
Asspera;Ale Sergi,Glandes Exitos,Don,203691,True,0.509,0.863,1,-5.359,1,0.0554,0.000121,0.000113,0.363,0.478,195.028,4,heavy-metal,2
Boris Brejcha;Malena Maria,Puzzle (feat. Malena Maria),Puzzle (feat. Malena Maria),485760,False,0.736,0.72,5,-10.587,1,0.046,0.000105,0.868,0.0868,0.421,124.991,4,minimal-techno,2
Alejandro Sanz,Halloween 2022 Pop Vol. 2,Pero Tú,282243,False,0.687,0.559,0,-4.661,1,0.0351,0.714,0.0,0.116,0.404,136.073,4,latin,1
Daddy Yankee;Bad Bunny,El perreo es el futuro,X ÚLTIMA VEZ,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggaeton,2
remy,leading me on but i'm not mad about it,leading me on but i'm not mad about it,174030,False,0.826,0.595,1,-7.491,1,0.0409,0.334,0.00338,0.112,0.484,98.01,4,chill,1
Belo;Padre Marcelo Rossi,Belo - 10 Anos de Sucesso (CD1),Noites Traiçoeiras (feat. Padre Marcelo Rossi) - Ao Vivo,231266,False,0.428,0.721,8,-8.245,1,0.0447,0.431,0.0,0.857,0.321,151.935,4,pagode,2
告五人,我肯定在幾百年前就說過愛你,紅,269245,False,0.424,0.355,9,-10.461,1,0.0295,0.814,0.042,0.135,0.199,169.927,4,mandopop,1
The Masked Pianoman,Arcticgrey,Arcticgrey,122466,False,0.41,0.00303,8,-34.124,1,0.0476,0.991,0.965,0.102,0.27,75.425,4,piano,1
Lacrim,Jon Snow,Jon Snow,198733,True,0.91,0.782,6,-7.621,0,0.322,0.0762,2.13e-06,0.101,0.49,106.99,4,french,1
Weval,Weval,Intro,140733,False,0.67,0.334,4,-16.805,0,0.168,0.177,0.881,0.116,0.246,177.324,4,minimal-techno,1
Whales;Jo Cohen;Lusil,High,High,184258,False,0.616,0.643,6,-5.857,0,0.0648,0.38,0.0,0.121,0.323,150.003,3,dubstep,3
Tiwa Savage;Kizz Daniel;Young John,Ello Baby,Ello Baby,166008,False,0.781,0.938,7,-0.737,0,0.128,0.193,6.3e-06,0.133,0.962,119.867,4,dancehall,3
Five Finger Death Punch,IOU,IOU,267290,True,0.526,0.986,11,-5.094,1,0.0893,0.000145,0.0132,0.111,0.293,136.063,4,groove,1
Don Omar,Feliz Cumpleaños con Perreo,Hasta Abajo,233720,False,0.759,0.885,7,-4.516,1,0.0636,0.351,3.68e-05,0.468,0.673,89.966,4,latino,1
Momoiro Clover Z,白金の夜明け,マホロバケーション,269506,False,0.584,0.959,1,-2.123,0,0.0943,0.0342,0.00309,0.243,0.775,145.063,4,j-idol,1
The Party Cats,Kids Dance Party 2,Under The Sea,194440,False,0.746,0.87,8,-6.627,1,0.126,0.0584,0.0,0.0428,0.73,106.936,4,kids,1
Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Classical Christmas,"O Jubel, O Freud",96586,False,0.232,0.115,5,-16.959,1,0.0362,0.929,0.0,0.0825,0.291,92.086,3,sleep,4
Puddle Of Mudd,Come Clean,Control,230066,True,0.444,0.913,6,-3.452,1,0.0992,0.00308,0.0,0.38,0.569,163.689,4,grunge,1
Karolina Trebacz,Ksiezniczka I Zaba,O Nowym Orleanie (Final),96586,False,0.587,0.807,0,-3.506,1,0.0452,0.499,0.0025,0.0742,0.672,147.886,4,disney,1
Charly Black,World Vibes Riddim,Indian Girl,204705,False,0.768,0.847,11,-2.631,1,0.0814,0.222,0.0,0.0853,0.764,102.014,4,j-dance,1
Micky Flanagan,Back In the Game,Doctors,501508,True,0.514,0.841,8,-15.961,1,0.903,0.823,0.0,0.915,0.162,111.276,3,comedy,1
Tritonal;Eric Lumiere,Live In The Sky (Original + Steve Brian Remix),Live In The Sky,218536,False,0.61,0.88,4,-5.157,1,0.0361,0.00189,0.00249,0.23,0.493,121.952,4,dubstep,2
Sérgio Reis e Filhos,Violas e Violeiros,Tocando Em Frente,232120,False,0.52,0.626,0,-5.405,1,0.0288,0.623,0.0,0.723,0.495,93.007,3,sertanejo,1
Lamb of God,Ashes of the Wake (15th Anniversary),Ashes of the Wake,345410,False,0.208,0.974,7,-4.156,1,0.206,8.8e-05,0.842,0.183,0.0795,187.452,3,metalcore,1
Arch Enemy,Deceivers,House of Mirrors,220426,False,0.35,0.941,1,-7.225,1,0.0854,3.75e-05,0.195,0.216,0.29,85.205,4,death-metal,1
Georges Bizet;Nicolas Rivenq;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,Bizet : Carmen,"Carmen, Act II: No.15 Quintette : Nous avons en tête une affaire (Le Dancaïro/Frasquita/Mercédès/Le Remendado/Carmen)",303266,False,0.381,0.216,1,-17.256,1,0.0945,0.98,3.02e-06,0.103,0.288,77.108,4,opera,5
J Balvin;Maria Becerra,JOSE,Qué Más Pues?,217360,False,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,4,latino,2
Marshmello;Juice WRLD,Bye Bye,Bye Bye,108498,True,0.645,0.525,3,-5.399,0,0.0355,0.0574,0.0,0.505,0.238,83.018,4,dance,2
Rancid,Life Won't Wait,Corazon De Oro,238840,False,0.446,0.905,7,-3.783,1,0.097,0.0379,5.07e-05,0.238,0.678,161.035,4,ska,1
Aviões do Forró,"Aviões do Forró, Vol. 6",Tarde Demais,240927,False,0.631,0.892,11,-6.387,1,0.0493,0.713,0.0,0.63,0.872,177.832,4,forro,1
Audioslave,Audioslave,Like a Stone,293960,False,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4,metal,1
Love Falk,A Whole New World,A Whole New World,235342,False,0.385,0.0133,7,-25.166,1,0.0511,0.992,0.926,0.0939,0.126,77.872,4,piano,1
Parham,Torsken,Bad Boy,205090,False,0.599,0.759,5,-6.423,0,0.111,0.243,0.0,0.0947,0.54,107.694,4,goth,1
Zate;CedMusic;Jack Center,Zate,Abstand,300686,False,0.686,0.607,5,-9.904,0,0.152,0.37,0.0,0.115,0.342,135.225,4,german,3
Cheat Codes;Russell Dickerson,I Remember,I Remember,168117,False,0.57,0.737,1,-4.27,0,0.0685,0.0314,0.0,0.248,0.621,100.052,4,house,2
Omar Apollo,Baddest of Them All,Evergreen (You Didn’t Deserve Me at All),216680,False,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,3,soul,1
Thirteen;Zara Zahrina,Aksi,Distopia,226000,False,0.38,0.953,0,-0.965,1,0.0845,0.000406,1.24e-05,0.0755,0.142,92.485,4,hardcore,2
Universo,Galaxia,Viento Estelar,185943,False,0.141,0.0405,3,-29.013,1,0.0382,0.965,0.966,0.0983,0.0378,59.418,4,sleep,1
Rhythim Is Rhythim;Derrick May;Mayday,Innovator - Soundtrack For The Tenth Planet,Sinister,397800,False,0.792,0.924,11,-10.171,0,0.0687,0.000318,0.935,0.0503,0.78,132.594,4,detroit-techno,3
OneRepublic,Sunshine,Sunshine,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,piano,1
Horcas,Horcas,Ausencia,351922,True,0.281,0.584,8,-7.698,1,0.0312,0.00203,0.022,0.114,0.148,140.638,4,heavy-metal,1
Lafayette Afro Rock Band,Malik,I Love Music - Remastered,430986,False,0.512,0.851,5,-6.583,0,0.0301,0.000473,0.922,0.056,0.73,132.212,4,afrobeat,1
He Is Legend,few,Beaufort,219771,False,0.499,0.981,8,-4.093,1,0.086,3.68e-06,0.723,0.112,0.357,113.025,4,metalcore,1
Anupam Roy,Autograph,Aamake Aamar Moto Thaakte Dao,321410,False,0.551,0.409,7,-7.203,1,0.0378,0.749,0.0,0.173,0.219,148.105,4,singer-songwriter,1
Rahat Fateh Ali Khan,Anjaana Anjaani,Aas Paas Khuda,319115,False,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008,4,pop-film,1
Giuseppe Verdi;Salvatore Cordella;Anna Netrebko;Rolando Villazón;Wiener Philharmoniker;Carlo Rizzi,Verdi: La Traviata,"La traviata / Act I: ""Ebben? che diavol fate?""",72106,False,0.432,0.183,8,-21.279,1,0.537,0.962,0.0,0.672,0.48,168.406,4,opera,6
The Who,Tommy,Pinball Wizard,180943,False,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,4,psych-rock,1
Vadim Kozin,Чудо-чудеса,Одевэс - Колечки бирюзовые,94410,False,0.62,0.213,5,-14.271,0,0.0773,0.993,0.0,0.179,0.569,102.123,4,romance,1
Shaan;Kavita Krishnamurthy,Dil Chahta Hai,Woh Ladki Hai Kahan,306133,False,0.786,0.677,8,-8.624,1,0.183,0.172,0.000104,0.0446,0.858,94.985,4,pop-film,2
Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,Voodoo Child (Slight Return),312426,False,0.356,0.905,8,-6.652,1,0.309,0.502,0.0137,0.0561,0.438,87.57,4,psych-rock,1
Mägo de Oz,Gaia II,El poema de la lluvia triste,472226,False,0.373,0.917,7,-4.333,1,0.115,0.0281,3.87e-06,0.139,0.447,133.406,4,spanish,1
Spice,Emancipated,TAPE MEASURE,170789,False,0.833,0.755,11,-5.702,0,0.272,0.183,0.00131,0.297,0.267,103.981,4,j-dance,1
Anaal Nathrakh,Passion,Volenti Non Fit Iniuria,298666,True,0.304,0.971,5,-4.905,1,0.145,2.47e-05,0.344,0.0653,0.0399,122.563,4,grindcore,1
AC/DC,Who Made Who,You Shook Me All Night Long,210880,False,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,4,hard-rock,1
Staysick,Control,Control,164695,False,0.682,0.882,10,-0.992,0,0.136,0.0016,0.845,0.352,0.347,140.033,4,dubstep,1
Anupam Roy;Iman Chakraborty,Dwitiyo Purush (Original Motion Picture Soundtrack,Je Kawta Din Reprise(Male),326040,False,0.687,0.191,7,-12.151,1,0.0306,0.926,0.00055,0.1,0.371,106.029,4,songwriter,2
Kate Bush,The Whole Story,Running Up That Hill (A Deal With God),298933,False,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,piano,1
Riot Ten;Rico Act;Monxx,Rail Breaker (feat. Rico Act) [Remixes],Rail Breaker (feat. Rico Act) - MONXX Remix,200111,True,0.733,0.87,5,-3.597,0,0.208,0.00921,6.6e-05,0.108,0.532,145.27,4,dubstep,3
Haley Joelle,Jealous of Paris,Jealous of Paris,141639,False,0.349,0.337,3,-9.267,1,0.0507,0.838,1.57e-06,0.196,0.442,181.694,3,songwriter,1
Peggy Lee,The Very Best Christmas Songs 2022,I Like A Sleighride (Jingle Bells),125613,False,0.758,0.451,6,-8.001,1,0.0375,0.75,0.0,0.0503,0.737,122.912,4,jazz,1
Black Label Society,The Blessed Hellride,Stillborn,196040,False,0.585,0.881,5,-4.719,0,0.0366,2.27e-05,0.000939,0.376,0.425,107.028,4,hard-rock,1
Theo Parrish,Parallel Dimensions,Serengeti Echoes,714200,False,0.756,0.406,1,-19.507,1,0.0464,0.0238,0.867,0.0845,0.0635,111.937,4,detroit-techno,1
Mile Twelve,Bottom Dollar,Bottom Dollar,166000,False,0.543,0.468,7,-8.643,1,0.0294,0.51,0.0297,0.311,0.443,135.071,4,bluegrass,1
James Quinn,A Gentle Sunlight,A Gentle Sunlight,117625,False,0.317,0.0349,8,-30.853,1,0.037,0.993,0.806,0.117,0.12,74.547,4,piano,1
Silverstein,18 Candles: The Early Years,My Heroine - Acoustic,214053,False,0.366,0.537,7,-7.654,1,0.0297,0.26,0.0,0.196,0.258,75.142,4,metalcore,1
Jeito Moleque;Thiaguinho,Série Pandeiro - Pagode,A Amizade é Tudo (feat. Thiaguinho) - Ao Vivo,234613,False,0.489,0.86,5,-5.237,1,0.0823,0.217,0.0,0.67,0.381,81.476,4,sertanejo,2
Gojira,Fortitude,The Chant,312751,False,0.494,0.874,8,-3.831,1,0.031,1.74e-05,0.0621,0.0873,0.485,124.064,4,death-metal,1
Cigarettes After Sex,Cigarettes After Sex,Each Time You Fall in Love,290630,False,0.378,0.533,10,-8.843,1,0.0279,0.479,0.508,0.131,0.285,75.927,4,indie-pop,1
The Avalanches,Wildflower,Because I’m Me,252800,False,0.472,0.805,8,-5.793,1,0.086,0.0491,0.0162,0.337,0.512,94.922,4,psych-rock,1
Dream,犬夜叉 BEST ALBUM 主題歌集,My will - Original Mix,322600,False,0.576,0.81,8,-3.623,1,0.0309,0.00835,3.51e-06,0.358,0.268,126.494,4,j-idol,1
Lifafa,Jaago,Chaku Chidiya,266520,False,0.683,0.647,10,-10.41,0,0.0373,0.0273,0.7,0.233,0.748,135.223,4,electronic,1
Currents,The Way It Ends,Let Me Leave,201011,False,0.494,0.92,1,-6.432,0,0.05,7.12e-05,0.0418,0.0997,0.224,120.114,4,metalcore,1
Maximillian,Still Alive (Deluxe Edition),Beautiful Scars - Acoustic / Bonus Track,158069,False,0.803,0.309,6,-8.325,1,0.0401,0.855,0.0,0.105,0.733,132.826,4,singer-songwriter,1
Jeff Mills;Rafael Leafar,The Override Switch,Trigger Happy (Safety Off),260087,False,0.572,0.902,3,-8.587,1,0.0737,0.00648,0.836,0.322,0.642,147.333,3,detroit-techno,2
Kelly Chen,Kelly Stylish Index,Love Paradise,196266,False,0.636,0.449,5,-6.358,1,0.0271,0.822,1.31e-06,0.151,0.301,80.008,4,cantopop,1
Floyd Cramer,Last Date,Mood Indigo,167800,False,0.274,0.519,2,-10.569,1,0.0342,0.706,0.0145,0.122,0.412,76.625,4,honky-tonk,1
Jhayco;Bad Bunny,CÓMO SE SIENTE (Remix),CÓMO SE SIENTE - Remix,227520,True,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,4,reggaeton,2
Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,Wellen Geschwenkt,223413,False,0.0625,0.289,0,-28.461,0,0.051,0.92,0.949,0.265,0.00115,74.956,1,sleep,1
forever grown,marmalade sunset,marmalade sunset,142471,False,0.781,0.211,6,-14.475,0,0.0397,0.719,0.948,0.327,0.0601,109.984,4,study,1
Ray Price,The Essential Ray Price,You're the Best Thing That Ever Happened to Me,228440,False,0.419,0.225,8,-15.295,1,0.0291,0.911,0.0233,0.0683,0.438,86.628,4,honky-tonk,1
Lionel Richie,80s Bangers Vol. 2,Dancing On The Ceiling,272280,False,0.688,0.874,0,-6.456,1,0.0521,0.121,0.0,0.394,0.709,133.214,4,disco,1
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Normal,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latino,1
Malt,Kendi Adını Taşıyan İlk Albüm,Aşkın Gözü,237865,False,0.635,0.761,9,-3.992,0,0.0351,0.000538,0.000659,0.307,0.538,139.972,3,metal,1
Alexander Popov;Whiteout,Wake Your Mind Radio 444,Never Cry Again (WYM444),256467,False,0.569,0.915,10,-6.231,0,0.0422,0.000307,0.023,0.625,0.242,128.073,4,trance,2
Nogizaka46,夏のFree&Easy Type-C,ここにいる理由,235840,False,0.482,0.802,6,-4.677,0,0.0927,0.132,0.0,0.111,0.501,174.943,4,j-idol,1
